x,y,overlap.area
-20.4316455,556.4132748,719.2848315
-13.51351915,570.2401098,1173.119478
-20.43833763,579.0816817,718.8719946
-16.31691808,586.4356807,983.3350432
-17.32558215,595.5135346,916.8568519
-17.87358325,605.2973802,881.1866971
-19.53455517,611.3408511,775.1522005
-19.61627026,614.1640798,770.0209031
-17.31795442,627.5064506,917.355628
-16.24312458,630.8854523,988.238754
-13.58803987,645.8516119,1167.988087
-18.67223781,653.3543074,829.798246
-12.39441733,660.7595303,1250.687871
-16.83838105,663.541275,948.8371535
-14.35421603,674.8516145,1115.489631
-20.41037102,681.4194453,720.5976457
-16.81131313,691.9885057,950.6211117
-15.6452329,698.5941489,1028.163355
-14.98740977,707.9287686,1072.474797
-15.94259528,714.8404307,1008.264116
-15.39685862,723.5965127,1002.012156
-15.17192577,729.9143021,930.1211834
-14.17607177,744.6084808,686.1739845
-17.42909884,748.6060786,482.3151089
-15.32199094,758.586391,341.6831544
-15.33725017,764.1340263,231.2610478
-19.51301497,776.0559116,19.63362815
-15.84859804,784.2936335,0
-12.16925316,-33.02188346,4.606235373
-4.570234573,-27.93386049,109.6621555
-10.71092256,-14.74345823,311.7218292
-4.934778567,-8.398890784,626.5435516
-9.720947689,-2.314875216,656.6250963
-9.127759199,9.922261668,1013.04726
-9.089904859,12.59603518,1084.689071
-10.24456756,24.97911471,1293.363404
-5.931092351,29.03572162,1635.047591
-10.77967288,42.06045089,1364.157399
-9.15465863,51.28409071,1479.95233
-10.52745156,53.68184032,1382.031304
-9.312180212,65.22713986,1468.664541
-8.252957629,76.89100229,1544.80393
-8.50034857,86.12397855,1526.972371
-4.04372616,93.30452593,1851.7812
-8.202024335,100.035857,1548.47863
-9.61646829,103.5657389,1446.896407
-9.22842304,118.5332241,1474.664878
-10.06916553,125.1975274,1414.604137
-8.85039683,130.7692558,1501.791006
-8.945044595,137.0647677,1494.992609
-4.556906917,147.2296535,1814.063496
-6.616101874,154.4195501,1663.450348
-8.097834402,166.4393197,1555.999318
-11.37583862,176.278789,1322.065382
-11.01945159,182.3113395,1347.201166
-9.270788698,186.8112363,1471.629362
-12.21811054,199.0070675,1262.991776
-6.770975353,207.9584963,1652.178817
-4.86087063,214.6751302,1791.753152
-10.44332374,225.9640915,1388.001548
-5.58629383,231.5319889,1738.61038
-4.364755241,238.8454878,1828.178984
-8.122680572,246.5631027,1554.205415
-8.555144301,256.8715463,1523.026656
-7.823243775,261.1283837,1575.843108
-10.24148502,274.2794771,1402.34222
-10.89338204,277.6671043,1356.111904
-4.476679364,285.1754304,1819.955931
-8.416284628,299.7228115,1533.028374
-8.26500283,304.8792612,1543.935075
-6.704240317,314.9172031,1657.034641
-7.790696801,324.019287,1578.197361
-8.098246637,333.6138505,1555.969552
-11.15225886,341.0149047,1337.824927
-8.684371505,349.0921109,1513.726971
-5.701758819,352.9045357,1730.165969
-5.299332127,366.5923135,1759.614477
-7.16177829,372.1332231,1623.776756
-4.831559929,382.0163891,1793.903458
-6.070748219,385.7407876,1703.208619
-7.693920048,397.2707451,1585.200296
-10.48445802,406.5749449,1385.081876
-10.69918699,415.1501711,1369.856946
-5.606164435,419.9124353,1737.156871
-7.968930478,428.7810909,1565.310655
-5.047609384,440.4914543,1778.058935
-5.748274318,443.912936,1726.765277
-4.201097054,455.6178083,1840.20827
-5.044496966,457.6361608,1778.287102
-12.10533847,467.2801532,1270.873217
-4.259394115,476.1949372,1835.922576
-11.40289645,487.7159664,1320.160325
-5.522662742,496.9103049,1743.265719
-11.78324699,500.1241172,1293.431803
-11.13161094,508.6950343,1339.281949
-8.433294126,520.7721452,1531.802735
-9.221879594,529.0763482,1475.133801
-10.23251371,538.413821,1402.980181
-11.06801665,541.4279353,1343.771172
-5.106140821,553.1085698,1773.768577
-9.117161857,560.8781149,1482.641176
-11.87454649,568.9147402,1287.030213
-5.999858473,573.7004347,1708.3842
-8.965259381,587.1798307,1493.54119
-11.60386677,589.7919714,1306.025561
-11.73692653,601.5513687,1296.681771
-4.577836088,607.7327757,1812.526583
-11.40585024,617.9774632,1319.952386
-9.416736097,627.6467899,1461.179315
-5.988279366,630.6538965,1709.229736
-12.09151687,641.6111689,1271.839792
-10.51091014,649.3075964,1383.204857
-5.033371402,661.4079375,1779.102723
-11.36268675,670.2484975,1322.991536
-11.49692733,672.291824,1313.543601
-10.63344169,680.3892637,1374.515555
-6.806001149,689.052444,1649.630906
-6.976862513,699.0583075,1637.208424
-8.787408352,712.0467728,1506.317817
-10.41571257,716.1431835,1386.000576
-11.12491468,724.2839678,1251.852186
-8.921010834,731.1424471,1246.351193
-6.908878204,738.0778431,1172.069213
-6.183074488,751.4362931,803.2568294
-5.870885065,760.6703991,532.2851595
-6.87938742,767.9758477,307.8829621
-5.813422561,771.0256957,249.4590877
-5.476715494,784.8284551,7.038823029
0.510700037,-32.63864404,53.52766369
3.226759831,-28.21624327,172.0518942
4.057651211,-18.64719457,489.8670632
0.398127366,-8.743351146,765.9920823
-2.487981594,1.177699937,1023.861629
4.147651762,8.30624233,1567.532246
-1.554983762,18.05486325,1630.098082
-3.600648095,22.17494611,1630.647183
2.406588321,36.04876802,2320.855702
-2.049810351,39.02454892,1998.811833
1.40684705,46.80456518,2254.501762
-0.826986097,58.2693374,2089.228296
0.367951631,63.09152181,2177.648143
-1.492833731,77.40562275,2039.980454
-1.710138933,83.45931209,2023.914963
-3.581282504,88.86683878,1885.819652
-1.410942564,98.65685583,2046.035732
3.288855016,106.4539597,2393.474574
0.93304891,118.3429465,2219.458472
-0.30658862,123.3996958,2127.732873
1.642356429,131.6455824,2271.914626
3.642570048,140.4846356,2419.534307
0.825777214,152.2099392,2211.522612
2.011229196,154.0561115,2299.177806
3.08123182,165.4211041,2378.167509
-3.573555344,173.8010417,1886.388783
-2.276675254,184.1563008,1982.052575
-3.196552793,188.2747869,1914.169849
1.046669568,199.0977778,2227.863388
-1.805369615,205.2174199,2016.875851
1.389463848,216.8141702,2253.216324
2.0360818,222.7338032,2301.014146
0.761228393,227.3437232,2206.747098
-0.738227343,239.0098214,2095.794973
2.283155682,247.9844529,2319.266409
3.710747123,255.4717253,2424.55444
-1.099900871,266.8750141,2069.039496
2.177069353,272.2830641,2311.430296
3.279372243,277.9742271,2392.775619
-1.627718925,285.3702096,2030.007834
-3.573738306,295.3520271,1886.375307
-3.577702691,301.8495893,1886.083315
-1.006631476,314.0807238,2075.938633
1.913900554,320.7857891,2291.985628
3.857582631,330.2439849,2435.363282
-0.432521765,337.1351835,2118.41429
-1.731960728,343.0332235,2022.301898
-3.295337205,354.3586593,1906.887989
2.829296957,362.6211726,2359.583928
3.705844836,370.4340871,2424.193497
1.337717892,375.3351624,2249.389725
3.115001468,387.1439491,2380.657687
1.784904941,392.0716613,2282.451889
2.322628516,402.6627523,2322.181735
-1.246673444,414.8677069,2058.183795
1.969940584,418.8350911,2296.126874
-2.205487274,427.8431048,1987.310812
-1.856369433,438.9950759,2013.106488
0.680442492,442.4936689,2200.770077
-2.646223299,452.2116898,1954.766714
-3.44533388,460.2606731,1895.834389
-0.284404694,473.7531249,2129.374431
2.72747634,479.4822271,2352.070478
2.574977242,486.6339488,2340.814561
-0.690856694,494.8785627,2099.299747
0.600642148,500.6480219,2194.865738
-0.274923336,511.2370789,2130.076032
-0.251118301,520.0295491,2131.83756
-3.528864939,531.2057447,1889.680605
0.869383557,539.3849763,2214.748634
3.92218017,544.0628692,2440.117009
-0.667033454,554.5679872,2101.06237
4.066777733,561.4153301,2450.754683
-3.712163316,570.4704525,1876.181633
2.395056418,576.4452471,2327.530496
2.381824202,585.3101595,2326.553354
0.54646831,592.204506,2190.857356
-2.441757223,602.6141184,1969.861378
0.288914783,613.8874569,2171.799648
1.790100556,620.2836391,2282.835916
-0.744841084,628.819597,2095.305654
0.678975308,635.4712592,2200.661524
-0.788205735,641.436966,2092.097359
-0.562278689,651.2624972,2108.81315
3.074667547,663.3703848,2377.683437
-3.3721531,669.7860931,1901.226735
-1.029065844,674.9565241,2074.279118
4.070256082,685.3527233,2451.01052
0.178355766,694.9825792,2163.618447
1.319891964,700.0466285,2248.071457
-1.982551473,709.5538474,2003.781595
-3.755923818,719.6554456,1801.952309
-0.679652303,726.6080308,1837.936708
-1.235033208,729.3983818,1724.879902
3.311133916,739.4543392,1617.316698
2.819934439,751.6062519,1115.504389
0.529553579,755.1776096,901.1165946
1.31692002,764.6487899,577.1420898
2.466637821,778.2389038,164.8610785
-3.487177005,779.2271268,93.37180606
4.665107773,-32.26930172,79.47406215
8.086064327,-25.44599299,305.3927301
5.537597243,-19.81917083,473.0309991
5.587861006,-4.88287742,1073.74679
11.35630931,0.154013953,1496.147364
10.38696076,10.5388357,1948.482985
11.43262277,12.6454501,2094.563302
5.55376679,28.07580539,2363.828585
6.186634669,33.59456154,2550.55357
6.175804931,45.25275597,2605.298718
7.150877096,50.96431525,2676.272131
8.667976984,54.8508934,2785.934003
6.880077186,63.09278988,2656.596496
6.748359593,71.88722225,2647.016126
4.906445815,86.42847913,2512.430248
12.0119418,90.12583632,3023.433127
9.813333859,96.41733548,2868.000839
8.681626895,104.6897604,2786.915942
7.699019087,114.8275309,2716.009122
5.366211222,120.6243946,2546.123244
5.674327094,130.4562384,2568.668557
11.98151003,138.7991157,3021.302835
8.91990354,147.2927555,2804.042326
5.174675624,153.1532584,2532.094158
4.847736157,161.3501692,2508.123642
10.90462865,173.7889625,2945.523761
10.11198698,180.117395,2889.284877
10.36215948,191.2924053,2907.074915
7.182350433,197.1175695,2678.557051
10.5775453,205.2625113,2922.362017
4.619082661,212.4499127,2491.342342
11.31385575,221.5296772,2974.409159
9.731907399,228.3761337,2862.189259
10.50883848,242.0181317,2917.488497
11.92710463,243.8088079,3017.492756
11.96484568,258.8605665,3020.136024
7.690996929,264.4707628,2715.428462
6.401034366,270.2466013,2621.723189
6.709527403,280.9987024,2644.190465
4.782096141,286.4876664,2503.307585
6.706680567,293.9109245,2643.98329
10.29615489,301.5475006,2902.384764
5.475206598,312.85378,2554.101869
10.32662728,319.8610527,2904.550384
9.062305676,330.6100922,2814.264213
6.061777262,335.644159,2596.976857
5.393260812,342.7658216,2548.103643
9.961268787,351.9151758,2878.549914
5.747508818,363.2188645,2574.019107
9.711088419,368.9657883,2860.702783
7.622912847,375.9041524,2710.499305
4.80035372,388.7605349,2504.647271
9.991688214,394.2681914,2880.71758
5.241747016,407.1936012,2537.008023
11.53166286,413.5783344,2989.739538
11.50498307,422.4586364,2987.863337
9.771426295,432.2274744,2865.010261
9.664173538,434.3319233,2857.352194
8.788738584,442.2731214,2794.618146
4.921699096,450.3594481,2513.548991
4.622495699,462.7017711,2491.592929
10.1376163,466.1235247,2891.109056
10.4824944,478.4146963,2915.619114
7.120227649,489.8803733,2674.046648
10.73323267,494.2912674,2933.394795
10.94725292,505.8835514,2948.537299
9.940890525,512.0589216,2877.097485
5.102530951,517.4799415,2526.80719
7.70667206,527.3919227,2716.563034
9.301970336,538.747421,2831.444564
12.35649794,540.5857472,3047.508048
12.33612158,549.0553515,3046.086621
7.524759773,562.9085851,2703.38978
5.699562552,566.6327039,2570.513791
10.56397125,579.8109013,2921.399403
4.605961592,581.5633016,2490.378957
10.68063942,591.4161782,2929.669409
5.528213331,602.0649612,2557.980761
10.33680857,613.7958052,2905.273831
7.428903204,617.5381527,2696.442735
4.911488118,625.7268104,2512.80008
5.577633112,633.7292357,2561.596405
7.312439884,642.5194877,2687.997186
9.593838713,651.7426244,2852.326758
9.488655363,657.6168187,2844.80644
7.592006622,667.4410382,2708.261109
8.931658958,677.2323084,2804.886535
8.12370639,686.5183511,2746.708986
7.445932714,689.5690654,2697.677197
6.758134217,701.9084014,2647.727298
9.119873928,707.1192981,2818.39367
11.03552571,717.7639095,2849.874137
7.921899184,721.8203153,2519.775872
10.92455047,735.091892,2172.619193
5.47558316,744.4663676,1511.343125
4.922711929,746.2386309,1414.258349
6.275177695,755.8773799,1052.847094
7.820154767,762.7124845,802.03677
10.38822232,775.1442222,340.5630385
11.88295421,780.8046566,152.1184809
20.22431219,-33.90712028,61.59952767
19.45775863,-20.71878589,632.8902848
18.69716724,-12.52032093,1047.970042
20.46245018,-11.16605332,1156.458618
15.67944874,-2.714589595,1494.572557
14.74260355,7.740149269,2004.280873
20.10015423,14.92614615,2617.43331
16.69263125,26.3848657,2997.263306
14.1255512,37.0743944,3169.732917
13.02641584,40.91899966,3094.07355
20.4521495,49.06289134,3582.820214
20.51135176,60.65343004,3586.468721
13.70753552,67.35509044,3141.07139
19.03590658,77.0813321,3494.197366
19.55855536,82.78633523,3527.196097
13.10526348,92.08924866,3099.532366
14.13511399,101.5423769,3170.386926
13.01032554,106.3609863,3092.959004
17.74959184,113.8048076,3411.611407
15.31746433,123.5556046,3250.647458
17.92637382,130.971092,3423.072568
14.42824942,142.5328799,3190.397796
17.5171108,145.6214696,3396.487203
18.32729946,153.9825462,3448.936469
18.00189729,164.2505596,3427.958392
17.3581586,169.0616462,3386.112964
18.50087129,184.7155617,3460.077121
14.54086665,189.4702824,3198.066347
18.87829666,200.3093098,3484.18138
12.90239647,205.8401534,3085.477934
18.1804464,213.8878507,3439.483906
14.93935234,225.3357728,3225.113088
17.68559645,229.4932425,3407.453998
16.2089761,241.2642796,3310.330558
15.20058818,246.4773722,3242.768373
19.70435338,256.8339058,3536.341264
12.46740818,265.8396738,3055.239828
17.63822015,269.0554917,3404.373363
19.68372491,278.4992698,3535.048964
18.13413033,288.1475339,3436.497596
19.59897811,296.4299541,3529.734275
14.26888648,301.4852802,3179.527812
17.79704599,310.1889241,3414.691337
16.51247137,323.8294382,3330.474206
18.33833892,326.4750975,3449.646061
19.16535136,338.7462897,3502.4012
13.71566878,343.0184267,3141.630399
17.69976781,354.8387921,3408.375014
17.85630665,365.95071,3418.534077
16.97788453,371.4233033,3361.185499
13.77408078,380.3967977,3145.643567
17.4938806,387.8842324,3394.972739
16.19670309,397.5851259,3309.514069
17.12096033,401.7808984,3370.582062
18.2628577,410.690514,3444.791528
19.46478919,418.2126921,3521.300617
15.37987083,427.5698087,3254.849447
12.44368305,435.7836998,3053.586638
14.95420915,441.6513014,3226.118794
18.82175624,456.0453442,3480.581081
13.44805737,463.578643,3123.209664
17.17285919,472.5066683,3373.985271
17.04522555,475.6474722,3365.610796
15.19381025,488.728412,3242.311067
14.78523968,496.1301064,3214.669253
19.48851866,504.3240116,3522.793621
15.12324745,510.1204107,3237.547752
18.79566971,521.0772885,3478.918706
16.18462,525.152132,3308.710071
16.76254072,534.5910829,3347.002915
16.15209149,540.18115,3306.544948
14.48528914,550.4890409,3194.283203
17.07515587,556.3992453,3367.576149
18.82107364,572.3205531,3480.537592
20.1260526,576.559995,3562.640746
19.99899524,581.4948248,3554.740707
17.53712836,592.5245209,3397.791759
19.0343358,602.0625123,3494.097691
19.31068701,609.4942643,3511.587959
20.25598499,615.1020262,3570.697899
17.56235973,622.2483035,3399.435487
17.03455483,635.1620258,3364.909886
12.75447203,640.9617935,3075.210532
14.38069798,647.634779,3187.156599
16.00323166,656.1070581,3296.62366
15.12587619,668.0353326,3237.725284
12.62904914,679.3588175,3066.492359
15.6825882,684.4450086,3275.181345
15.23661768,690.6277151,3245.198583
19.64037533,700.2531196,3532.331524
16.05373097,711.6270723,3299.991759
15.37180501,715.7388316,3202.899729
19.20349967,726.1119636,3029.031511
13.83101278,730.9775784,2509.336263
20.06951952,740.2101388,2333.994814
18.94259897,749.569726,1768.205949
18.10484173,755.6847797,1404.875565
19.63603877,769.7521277,683.7202678
19.57004766,773.3896368,502.5187686
16.59754016,785.3014417,25.21517107
22.42252312,-33.86478258,62.8575813
27.20726065,-28.55148957,271.8067593
27.16287816,-13.26762158,1140.157452
25.65407154,-4.898233736,1635.26001
24.33552071,0.118949737,1912.954239
24.90587843,11.1410753,2604.792055
26.8987615,18.63196169,3134.240858
26.45228784,28.78877342,3664.4783
26.36430041,29.16030248,3677.015412
25.6513567,38.22579778,3883.102264
21.80665528,47.0791404,3665.092205
21.00216413,56.56774639,3616.534777
25.80970129,67.73897946,3891.522479
22.67745559,71.71393134,3716.585655
25.01407986,78.74480759,3848.732069
21.95401338,88.99090298,3673.88566
26.22833496,98.6109054,3913.547254
24.09710832,106.4112753,3797.977962
27.8904602,118.6015823,3997.401011
23.82097031,120.0744226,3782.406584
26.36426694,131.2915038,3920.623563
22.21809964,142.9551388,3689.564442
26.27227814,144.9476426,3915.838918
27.94256646,159.8136728,3999.931611
25.59730227,167.166499,3880.216762
23.92548992,169.1715665,3788.315659
23.5269851,184.5120586,3765.687838
25.90723007,190.0935658,3896.684463
27.13986872,199.6736934,3960.26954
25.33055478,208.6183991,3865.895855
20.94283772,211.196469,3612.917999
21.48992727,225.1961783,3646.084948
24.2447302,229.6870203,3806.248812
26.08604387,238.2203946,3906.100124
20.71051801,245.4358611,3598.708517
24.7990836,255.1359522,3836.966802
28.57089005,261.4991788,4029.946238
25.38178886,274.0097698,3868.656918
23.50418818,282.094217,3764.385404
22.93019294,286.5325065,3731.313777
25.02559416,294.3952591,3849.359787
25.11471942,307.7984731,3854.210318
26.50875743,314.2869411,3928.104249
21.28320333,323.0124798,3633.601769
25.41003527,330.6873166,3870.177034
26.57151573,336.6937984,3931.340096
23.63379426,342.8231132,3771.778634
23.85394491,354.048114,3784.272813
26.02046371,359.9859754,3902.654257
25.51133102,373.8469425,3875.615973
28.61015016,378.7604846,4031.790347
26.21917486,391.4302393,3913.069061
21.12991957,395.3300436,3624.306761
28.3528915,406.3186377,4019.6387
23.59965076,414.3175964,3769.833653
23.14405856,421.4079281,3743.697942
26.38553579,426.8839327,3921.727385
23.41183421,438.2819373,3759.100301
22.85988105,446.5263795,3727.226444
28.5632278,455.7362157,4029.585893
21.83929503,459.0440329,3667.042694
24.91776541,473.4341042,3843.47185
22.17036996,481.4918138,3686.738433
27.90098002,482.8355912,3997.912421
23.57831627,491.6881667,3768.617355
27.08812676,499.7203981,3957.66423
27.97383844,508.3503442,4001.447369
26.01775221,519.2597393,3902.5116
26.52797794,528.0779104,3929.096129
23.64629576,534.3457458,3772.490297
22.06533788,541.1943884,3680.507634
